identifier,aaa,bbbb,cccc,dddd,title,creator,subjects,description,publisher,contributor,date,resource_type,format,language,source,relation,coverage,rights,card_url,image_url
U426_nichibunken_0107_0003_0003,426,0107,0003,0003,,J.Dautremer,魚；サカナ，医者；イシャ,魚の化物。頭部は墨色で、黒い羽織と緑色の袴をまとい、腕を組んで、背の付いた椅子に座っている。手前の机の上には箱、瓶、皿、匙らしきものが置かれている。これらは医者の道具のように見える。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0003_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0003_0003.jpg
U426_nichibunken_0107_0003_0004,426,0107,0003,0004,,J.Dautremer,魚；サカナ,魚の化物。頭部は薄い茶色で、口先が尖っている。黒い羽織に、薄茶色と黒色の縞模様の袴をまとい、背の無い椅子に座っている。椅子の脇に、2つの器が入った箱が置かれている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0003_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0003_0004.jpg
U426_nichibunken_0107_0003_0005,426,0107,0003,0005,,J.Dautremer,魚；サカナ，一角；イッカク，角；ツノ,魚の化物。頭部は墨色で、鼻先に長い角のようなものが生えており、イッカクを思わせる姿をしている。首元に青い布を巻き、黒い羽織と青い袴をまとって、背の付いた椅子に座っている。片手を差し出して話している。手は人間のものである。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0003_0005,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0003_0005.jpg
U426_nichibunken_0107_0004_0000,426,0107,0004,0000,,J.Dautremer,竜王；リュウオウ，くらげ；クラゲ，魚；サカナ,竜王の命令をうけるくらげ。竜王は椅子に座っており、その背後と脇にお供の魚たちをひかえさせている。くらげは地面にはいつくばっている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0004_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0004_0000.jpg
U426_nichibunken_0107_0004_0001,426,0107,0004,0001,,J.Dautremer,竜王；リュウオウ，角；ツノ，椅子；イス，魚；サカナ,竜王とその側に控える魚の化物たち。竜王の頭部は緑色で、目玉は黄色くまるく、口元に長いひげが生えている。額に鹿のような黄色い角を生やし、後頭部から毛がもうもうと生えている。青い着物をまとい、靴をはいている。袖からのぞく手は青い。背に布をかけ、毛皮らしきものを敷いた椅子に腰掛けている。椅子の後ろに3体の魚が立って控えている。頭部は墨色で目玉は黄色く、手前の1体は黒い羽織と薄茶色の袴をまとっている。竜王の足元に頭部が赤い魚が座っている。黄色い着物と青い袴をまとい、片手を膝の上に置いている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0004_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0004_0001.jpg
U426_nichibunken_0107_0004_0002,426,0107,0004,0002,,J.Dautremer,くらげ；クラゲ,くらげ。体は白く、丸く平べったい。中央にこぶらしきものが4つあり、端に皺が寄っている。体の前面に目玉のようなものが付いている。短い蛙のような脚が4本生え、腹に根のようなものがたくさん生えている。尻尾は細長い。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0004_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0004_0002.jpg
U426_nichibunken_0107_0005_0000,426,0107,0005,0000,,J.Dautremer,くらげ；クラゲ，猿；サル,猿に話しかけるくらげ。くらげは海から這い上がろうとしている。猿は木の上から、くらげを見ている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0005_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0005_0000.jpg
U426_nichibunken_0107_0005_0001,426,0107,0005,0001,,J.Dautremer,くらげ；クラゲ,くらげ。体は白く、丸く平べったい。中央にこぶらしきものが4つあり、端に皺が寄っていて、前面に丸い目玉がついている。蛙のような短い脚が4本生え、尻尾が後ろにたれている。水面からあがろうとして、前脚を岩場にかけている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0005_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0005_0001.jpg
U426_nichibunken_0107_0005_0002,426,0107,0005,0002,,J.Dautremer,猿；サル,猿。木の枝にまたがっている。右前脚を額に当て、下の方を見ている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0005_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0005_0002.jpg
U426_nichibunken_0107_0006_0000,426,0107,0006,0000,,J.Dautremer,くらげ；クラゲ，猿；サル,くらげと猿。くらげの体は白く、丸く平べったい。端に皺が寄り、前面に丸い目玉が付いている。短い4本の脚で蛙のように泳いでおり、腹に根のような毛のようなものがたくさん生えている。尻尾は細長く、海中にたれている。猿はくらげに乗って座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0006_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0006_0000.jpg
U426_nichibunken_0107_0007_0000,426,0107,0007,0000,,J.Dautremer,くらげ；クラゲ，猿；サル,猿に逃げられるくらげ。くらげは4本の脚で必死に這い、猿を追いかける。猿は軽々と飛び跳ねて、木の方に逃げていく。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0007_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0007_0000.jpg
U426_nichibunken_0107_0007_0001,426,0107,0007,0001,,J.Dautremer,くらげ；クラゲ,くらげ。体は白く、丸く平べったい。中央にこぶらしきものが2つあり、端に皺が寄っていて、前面に丸い目玉がついている。蛙のような短い脚が4本生え、細長い尻尾が後ろにたれている。波打ち際を這って歩いている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0007_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0007_0001.jpg
U426_nichibunken_0107_0007_0002,426,0107,0007,0002,,J.Dautremer,猿；サル,猿。飛び上がって、顔を後ろに向け、逃げようとしている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0007_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0007_0002.jpg
U426_nichibunken_0107_0008_0000,426,0107,0008,0000,,J.Dautremer,くらげ；クラゲ，竜王；リュウオウ，魚；サカナ,猿を連れてくることに失敗したため、竜王に仕える魚たちに殴られるくらげ。地面に這いつくばったくらげを、魚やタコが棒で殴りつけている。竜王は椅子に座り、背後にお供の魚たちを従えて、その様子を見ている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0008_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0008_0000.jpg
U426_nichibunken_0107_0008_0001,426,0107,0008,0001,,J.Dautremer,竜王；リュウオウ，角；ツノ，椅子；イス，魚；サカナ,竜王とその側に控える魚の化物たち。竜王の頭部は緑色で、目玉はまるく、口元に長いひげが生えている。額に鹿のような黄色い角を生やしている。青い着物をまとっている。袖からのぞく手は青い。緑色の椅子に腰掛けている。椅子の後ろに4体の魚が立っている。頭部は青く、着物と袴、腰布をまとい、棒状のものを担いでいる。竜王の脇に、着物をまとった魚が1体控えている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0008_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0008_0001.jpg
U426_nichibunken_0107_0008_0002,426,0107,0008,0002,,J.Dautremer,くらげ；クラゲ,くらげ。体は白く、丸く平べったい。中央が盛り上がり、端に皺が寄っている。蛙のような短い脚が生え、尻尾は細長い。魚たちに踏みつけられている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0008_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0008_0002.jpg
U426_nichibunken_0107_0008_0003,426,0107,0008,0003,,J.Dautremer,魚；サカナ,魚の化物。頭部は青黒く、緑色の着物と青い袴を身につけている。着物から出た腕脚は人間のもので、足には足袋と草履をはいている。腕に棒を持ち、脚でくらげを踏みつけている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0008_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0008_0003.jpg
U426_nichibunken_0107_0008_0004,426,0107,0008,0004,,J.Dautremer,魚；サカナ,魚の化物。頭部は青黒く、紺色に白い斑模様の着物と薄青い袴を身につけている。着物から出た腕脚は人間のもので、足には足袋と草履を履いている。両腕で棒を振り上げている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0008_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0008_0004.jpg
U426_nichibunken_0107_0008_0005,426,0107,0008,0005,,J.Dautremer,魚；サカナ,魚の化物。頭部は赤く、縞模様の袴を身につけている。腕に棒を持ち、膝でくらげに乗り上がっている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0107 ：La meduse simple et naïve,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0107_0008_0005,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0107_0008_0005.jpg
U426_nichibunken_0108_0001_0000,426,0108,0001,0000,,J. Dautremer,竜宮；リュウグウ，魚；サカナ，山幸彦；ヤマサチヒコ，豊玉姫；トヨタマヒメ，女；オンナ,竜宮で豊玉姫にもてなされる山幸彦。女官のような装束をつけた魚たちが、酒や食べ物を運んでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0001_0000.jpg
U426_nichibunken_0108_0001_0001,426,0108,0001,0001,,J. Dautremer,亀；カメ，女官；ニョカン，女；オンナ,亀らしき化物。緑色の着物、黄色の袴に白い裳を着けて、女官のような装束をしている。銚子を持ち、盃に酒らしきものを注いでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0001_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0001_0001.jpg
U426_nichibunken_0108_0001_0002,426,0108,0001,0002,,J. Dautremer,魚；サカナ，女官；ニョカン，女；オンナ,魚の化物。頭部は墨色で、茶色の着物と白い裳を着けて、女官のような装束をしている。座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0001_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0001_0002.jpg
U426_nichibunken_0108_0001_0003,426,0108,0001,0003,,J. Dautremer,魚；サカナ，鯛；タイ，女官；ニョカン，女；オンナ,魚の化物。頭部は赤色で、鯛を思わせる。緑色の着物と白い裳を着けて、女官のような装束をしている。座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0001_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0001_0003.jpg
U426_nichibunken_0108_0001_0004,426,0108,0001,0004,,J. Dautremer,海老；エビ，女官；ニョカン，女；オンナ,海老の化物。腰から下に黄色の袴と白い裳を着けて、女官のような装束をしている。一番前の脚で食べ物を持った三方を捧げ持ち、階を上っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0001_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0001_0004.jpg
U426_nichibunken_0108_0001_0005,426,0108,0001,0005,,J. Dautremer,蛸；タコ，女官；ニョカン，女；オンナ,蛸の化物。白い着物と黄色の袴と白い裳を着けて、女官のような装束をしている。両袖から脚を出し、蓋のついた器を捧げもって、海の中を進んでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0001_0005,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0001_0005.jpg
U426_nichibunken_0108_0002_0000,426,0108,0002,0000,,J. Dautremer,魚；サカナ，山幸彦；ヤマサチヒコ,赤い魚の喉に刺さった釣り針を、黒い魚が取ろうとしている。背後の魚たちもその様子をうかがっている。山幸彦は後ろに魚やイカたちを従えて座り、様子を見守っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0002_0000.jpg
U426_nichibunken_0108_0002_0001,426,0108,0002,0001,,J. Dautremer,魚；サカナ,魚の化物。白い上着と赤色の袴をまとい、あぐらをかいて座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0002_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0002_0001.jpg
U426_nichibunken_0108_0002_0002,426,0108,0002,0002,,J. Dautremer,烏賊；イカ,いかの化物。赤い上着と白色の袴をまとい、胴を頭のように襟口から出している。あぐらをかいて座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0002_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0002_0002.jpg
U426_nichibunken_0108_0002_0003,426,0108,0002,0003,,J. Dautremer,魚；サカナ，鯛；タイ,魚の化物。頭部は赤く、鯛を思わせる。墨色の上着、青色の袴を着て、座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0002_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0002_0003.jpg
U426_nichibunken_0108_0002_0004,426,0108,0002,0004,,J. Dautremer,蛸；タコ,蛸の化物。黄色の上着と青色の袴を着け、袖口から吸盤のついた脚を1本ずつ出して、座っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0002_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0002_0004.jpg
U426_nichibunken_0108_0002_0005,426,0108,0002,0005,,J. Dautremer,魚；サカナ,魚の化物。頭部は青黒く、青色の着物、白い袴を着けて、腕に襷を巻き袖口を上げている。立って腰をかがめ、袖口からヒレを出して、向って左の魚の口に伸ばし、中を覗きこんでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,；竜宮城,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0002_0005,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0002_0005.jpg
U426_nichibunken_0108_0003_0000,426,0108,0003,0000,,J.Dautremer,鰐；ワニ，鮫；サメ,わに。全身は黒っぽく、ごつごつとしている。目玉は丸く青く、鼻は無い。口先が長く尖り、大きく裂けていて、開いた口に鋭い歯がたくさん並んでいる。背に山幸彦を乗せて、波間に浮んでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0108 ：Le Prince Feu-Brillant et le Prince Feu-Luisant,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0108_0003_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0108_0003_0000.jpg
U426_nichibunken_0110_0001_0000,426,0110,0001,0000,,B.H.Chamberlain,松の木の精；マツノキノセイ，天女；テンニョ，翼；ツバサ，鳥；トリ，女；オンナ,松の木の精。頭髪を中国風に結い、中国風の黄色の着物と紅色の袴をまとっている。紅色の肩衣を腕に掛け、袴の後ろに紫色の孔雀の尾のような裳状のものをつけている。背に白い翼が生えており、脚は描かれていない。迦陵頻伽のような姿である。片手でアイヌ装束の男の手をとり、誘うように飛んでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,英語,親書誌： U426_nichibunken_0110 ：The hunter in fairy land,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0110_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0110_0001_0000.jpg
U426_nichibunken_0111_0001_0000,426,0111,0001,0000,,J.Dautremer,鼠；ネズミ，嫁入り；ヨメイリ，花嫁；ハナヨメ，女；オンナ，男；オトコ,花嫁姿の鼠が駕籠から降りようとしている。付き添いの女の鼠がその手をひいている。駕籠の後ろに、男女の鼠がひかえている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0001_0000.jpg
U426_nichibunken_0111_0001_0001,426,0111,0001,0001,,J.Dautremer,鼠；ネズミ，花嫁；ハナヨメ，綿帽子；ワタボウシ，駕籠；カゴ，女；オンナ,鼠の花嫁。綿帽子をかぶり、顔は鼻先しか見えない。手は人間のものである。桜色の着物に白い内掛をまとっている。駕籠から降り立つために、片手を画面左の鼠に取られている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0001_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0001_0001.jpg
U426_nichibunken_0111_0001_0002,426,0111,0001,0002,,J.Dautremer,鼠；ネズミ，駕籠；カゴ，女；オンナ,女の鼠。裾に柄の入った青い打掛をまとっている。手は人間のものである。かがんで、駕籠に座る鼠の花嫁の片手を取っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0001_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0001_0002.jpg
U426_nichibunken_0111_0001_0003,426,0111,0001,0003,,J.Dautremer,鼠；ネズミ，駕籠；カゴ，女；オンナ,女の鼠。青い着物に薄藍色の打掛をまとっている。手は人間のものである。駕籠の奥に立っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0001_0003,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0001_0003.jpg
U426_nichibunken_0111_0001_0004,426,0111,0001,0004,,J.Dautremer,鼠；ネズミ，駕籠；カゴ，男；オトコ,男の鼠。裃姿で、駕籠の奥に立っている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0001_0004,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0001_0004.jpg
U426_nichibunken_0111_0002_0000,426,0111,0002,0000,,J.Dautremer,鼠；ネズミ，縁談；エンダン，男；オトコ，女；オンナ,縁談を持ってきた鼠を、両親がもてなしている。娘鼠は、襖の陰から様子をうかがっている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0002_0000.jpg
U426_nichibunken_0111_0002_0001,426,0111,0002,0001,,J.Dautremer,鼠；ネズミ，扇子；センス，盃；サカズキ，煙管；キセル，煙草盆；タバコボン，男；オトコ,男の鼠。黒っぽい着物に羽織をまとい、座っている。手は人間のものである。左手に扇子、右手に盃を持っている。膝元に煙管と煙草盆らしきものが見える。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0002_0001,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0002_0001.jpg
U426_nichibunken_0111_0002_0002,426,0111,0002,0002,,J.Dautremer,鼠；ネズミ，徳利；トックリ，女；オンナ,女の鼠。青い着物を着て、しゃがんで膝をついている。手は人間のものである。片手で徳利を持ち、傾けようとしている。,所蔵者：国際日本文化研究センター,,2006,画像,,フランス語,親書誌： U426_nichibunken_0111 ：Le mariage de la souris,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0111_0002_0002,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0111_0002_0002.jpg
